Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
WJetsToLNu,44587448.000000,50380.000000,41521.000000,41.378716,44587448.000000,42986692.000000,5478655.000000,4010295.000000,2412.000000,1704.000000,1704.000000,1699.000000,1660.000000,72.000000,65.000000,3.000000
WJetsToLNu_HT100To200,35143084.000000,1345.000000,41521.000000,1.401567,35143084.000000,35111932.000000,5974376.000000,4884462.000000,13473.000000,10294.000000,10294.000000,10241.000000,9641.000000,3098.000000,2397.000000,75.000000
WJetsToLNu_HT1200To2500,19898142.000000,1.330000,41521.000000,0.002448,19898142.000000,19258268.000000,3916500.000000,3228994.000000,3189.000000,1631.000000,1631.000000,1615.000000,1305.000000,983.000000,403.000000,202.000000
WJetsToLNu_HT200To400,21192212.000000,359.700000,41521.000000,0.621578,21192212.000000,21159894.000000,3854699.000000,3188346.000000,7060.000000,4980.000000,4980.000000,4951.000000,4486.000000,2830.000000,1844.000000,221.000000
WJetsToLNu_HT2500ToInf,20629584.000000,0.032200,41521.000000,0.000057,20629584.000000,18944672.000000,4023783.000000,3307810.000000,3021.000000,1482.000000,1482.000000,1469.000000,1121.000000,843.000000,371.000000,231.000000
WJetsToLNu_HT400To600,14250114.000000,48.910000,41521.000000,0.125693,14250114.000000,14200063.000000,2754513.000000,2285954.000000,3385.000000,2190.000000,2190.000000,2178.000000,1881.000000,1480.000000,788.000000,265.000000
WJetsToLNu_HT600To800,21582308.000000,12.040000,41521.000000,0.020430,21582308.000000,21431606.000000,4224778.000000,3505139.000000,4445.000000,2709.000000,2709.000000,2688.000000,2269.000000,1814.000000,876.000000,355.000000
WJetsToLNu_HT800To1200,20306678.000000,5.520000,41521.000000,0.009955,20306678.000000,20031644.000000,4002446.000000,3313533.000000,3703.000000,2067.000000,2067.000000,2047.000000,1699.000000,1309.000000,599.000000,275.000000
WWTo2L2Nu,15934.000000,12.178000,41521.000000,27.988693,15934.000000,15915.000000,4744.000000,3814.000000,57.000000,56.000000,56.000000,56.000000,52.000000,15.000000,12.000000,2.000000
WWToLNuQQ,9956583.000000,10.710000,41521.000000,0.039392,9956583.000000,9946013.000000,1673019.000000,1339720.000000,6026.000000,4702.000000,4702.000000,4668.000000,4387.000000,1228.000000,918.000000,50.000000
